resp_id,plot_id,district,village,startdate,pv_nonpaddy,pv_only_straw,pv_straw_stubble,pv_stand_stubble,pv_straw_collect,pv_burnt_roots2,pv_burnt_roots1,pv_wet_ash,pv_float_ash,pv_ash_visible,pv_burnt_grass,pv_trees_burnt,pv_visit_date,pv_burnt_alt,pv_burnt,pv_burnt_any,pv_paddy,p_burnt,p_burnt_alt,p_burnt_visit,plot_gpslatitude,plot_gpslongitude,plot_gpsaltitude,plot_gpsaccuracy,sowed,stubble_present,manage_stubble,if_tilled
100100131,p1,Bathinda,Ablu,6-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21859,0,0,0,1,0,0,,30.305494,74.746445,186.39999,4.9000001,No,Rolled bales are visible,,No
100100131,p1,Bathinda,Ablu,13-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21866,0,0,0,1,0,0,,,,,,Yes,No,,Yes
100100331,p1,Bathinda,Ablu,30-Oct-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21852,0,0,0,1,0,0,,30.309189,74.737602,186.2,4.8000002,,No,,No
100100331,p1,Bathinda,Ablu,14-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21867,0,0,0,1,0,0,,,,,,Yes,No,,Yes
100100331,p2,Bathinda,Ablu,30-Oct-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21852,0,0,0,1,0,0,,30.308517,74.73735,189,4.8000002,,Rolled bales are visible,,No
100100331,p2,Bathinda,Ablu,14-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21867,0,0,0,1,0,0,,,,,,Yes,No,,Yes
100100331,p3,Bathinda,Ablu,30-Oct-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,.s,21852,0,0,0,1,0,0,,30.308184,74.745735,180.5,4.8000002,,Rolled bales are visible,,No
100100331,p3,Bathinda,Ablu,14-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21867,0,0,0,1,0,0,,,,,,Yes,No,,Yes
100100681,p1,Bathinda,Ablu,15-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",.s,.s,Yes,Yes,Yes,21868,1,1,1,0,1,1,1,30.301115,74.74514,193.3,2,No,No,,Yes
100100681,p2,Bathinda,Ablu,15-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",No,.s,.s,Yes,.s,21868,1,1,1,1,1,1,1,30.319626,74.769531,189.3,3.3,Yes,No,,Yes
100101161,p1,Bathinda,Ablu,25-Nov-19,No,.s,.s,No,,.s,.s,.s,.s,No,No,No,21878,0,0,0,1,0,0,,30.347597,74.749298,189.89999,4.3000002,No,Only standing stubble is visible,Incorporate into the soil,
100101161,p1,Bathinda,Ablu,29-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21882,0,0,0,1,0,0,,,,,,No,No,,Yes
100101641,p1,Bathinda,Ablu,24-Oct-19,No,.s,.s,.s,.s,No,.s,,,,No,.s,21846,0,0,0,1,0,0,,30.323103,74.807747,191.39999,4.5,,No,,No
100101641,p1,Bathinda,Ablu,12-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21865,0,0,0,1,0,0,,,,,,Yes,No,,Yes
100101641,p2,Bathinda,Ablu,24-Oct-19,No,.s,.s,.s,.s,No,.s,,,,No,.s,21846,0,0,0,1,0,0,,30.320147,74.773567,188.2,5,,No,,No
100101641,p2,Bathinda,Ablu,12-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21865,0,0,0,1,0,0,,,,,,Yes,No,,Yes
100200391,p1,Bathinda,Adampura,4-Nov-19,No,.s,No,.s,.s,.s,.s,.s,.s,No,No,No,21857,0,0,0,1,0,0,,30.501806,75.273628,202.89999,4.5999999,,"Yes, loose straw spread over standing stubble is visible",Use happy seeder,
100200391,p2,Bathinda,Adampura,4-Nov-19,No,.s,No,.s,.s,.s,.s,.s,.s,No,No,No,21857,0,0,0,1,0,0,,30.518183,75.262314,207.7,4,,"Yes, loose straw spread over standing stubble is visible",Use happy seeder,
100201341,p1,Bathinda,Adampura,29-Oct-19,No,.s,.s,No,,.s,.s,.s,.s,No,No,No,21851,0,0,0,1,0,0,,30.507923,75.2575,206,4.4000001,,Only standing stubble is visible,Sell/give away the stubble,
100201341,p1,Bathinda,Adampura,14-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21867,0,0,0,1,0,0,,30.508816,75.24308,208,4.0999999,Yes,No,,Yes
100201341,p2,Bathinda,Adampura,29-Oct-19,No,.s,.s,No,,.s,.s,.s,.s,No,No,.s,21851,0,0,0,1,0,0,,30.513161,75.270317,208.8,4.3000002,,Only standing stubble is visible,Sell/give away the stubble,
100201341,p3,Bathinda,Adampura,29-Oct-19,No,.s,No,.s,.s,.s,.s,No,.s,.s,No,.s,21851,0,0,0,1,0,0,,30.508955,75.243042,205.3,3.9000001,,"Yes, loose straw spread over standing stubble is visible",Sell/give away the stubble,
101000091,p1,Bathinda,Akalia Kalan,4-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21857,0,0,0,1,0,0,,30.361895,74.895622,193.10001,5,,No,,Yes
101202141,p1,Bathinda,Aklia Jalal,14-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21867,0,0,0,1,0,0,,30.519934,75.155273,196.3,4.6999998,Yes,No,,No
101202141,p2,Bathinda,Aklia Jalal,14-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,.s,21867,0,0,0,1,0,0,,30.519873,75.15535,199.2,3.9000001,Yes,No,,No
101400031,p1,Bathinda,Amarpura Urf Gurthuri,10-Nov-19,No,.s,.s,.s,.s,No,.s,No,.s,.s,No,No,21863,0,0,0,1,0,0,,30.053694,74.83416,197.39999,4.5999999,No,No,,No
101400031,p3,Bathinda,Amarpura Urf Gurthuri,10-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",.s,.s,Yes,Yes,.s,21863,1,1,1,1,1,1,1,30.047445,74.826523,192.8,4.9000001,Yes,No,,Yes
101400031,p4,Bathinda,Amarpura Urf Gurthuri,10-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",.s,.s,Yes,Yes,Yes,21863,1,1,1,1,1,1,1,30.047857,74.825745,198.2,4.4000001,Yes,No,,Yes
101400471,p1,Bathinda,Amarpura Urf Gurthuri,11-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21864,0,0,0,1,0,0,,30.040569,74.829468,195.3,4.0999999,No,No,,Yes
101600961,p1,Bathinda,Badiala,19-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21872,0,0,0,1,0,0,,30.221552,75.315559,206.10001,4.0999999,Yes,No,,Yes
101600961,p2,Bathinda,Badiala,19-Nov-19,No,.s,.s,.s,.s,.s,.s,.s,.s,No,No,No,21872,0,0,0,1,0,0,,30.21776,75.312134,205.89999,4.5,Yes,The straw is loose but has been collected in one part of the plot.,.o,
102100511,p1,Bathinda,Balahar Mehma,12-Nov-19,No,No,.s,.s,.s,.s,.s,.s,.s,No,No,No,21865,0,0,0,1,0,0,,30.332954,74.843437,191,4.6999998,No,"Yes, only loose straw is visible",Roll into bales,
102100511,p1,Bathinda,Balahar Mehma,20-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21873,0,0,0,1,0,0,,,,,,Yes,No,,Yes
102100531,p1,Bathinda,Balahar Mehma,19-Nov-19,No,.s,.s,No,,.s,.s,.s,.s,No,No,No,21872,0,0,0,1,0,0,,30.34038,74.849442,188.89999,3.9000001,Yes,Only standing stubble is visible,Incorporate into the soil,
102100531,p1,Bathinda,Balahar Mehma,29-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21882,0,0,0,1,0,0,,,,,,Yes,No,,Yes
102100541,p1,Bathinda,Balahar Mehma,13-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21866,0,0,0,1,0,0,,30.344423,74.847885,187,4.5999999,No,No,,Yes
102100541,p1,Bathinda,Balahar Mehma,26-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21879,0,0,0,1,0,0,,,,,,Yes,No,,Yes
102301881,p1,Bathinda,Balianwali,17-Nov-19,No,No,.s,.s,.s,.s,.s,.s,.s,No,No,No,21870,0,0,0,1,0,0,,30.200695,75.184921,204.89999,4,No,"Yes, only loose straw is visible",Roll into bales,
102301881,p1,Bathinda,Balianwali,28-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21881,0,0,0,1,0,0,,,,,,Yes,No,,Yes
102301881,p2,Bathinda,Balianwali,17-Nov-19,No,.s,.s,.s,.s,.s,.s,.s,.s,No,No,No,21870,0,0,0,1,0,0,,30.201498,75.169655,199.89999,4.5999999,No,The straw is loose but has been collected in one part of the plot.,.o,
102301881,p2,Bathinda,Balianwali,28-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21881,0,0,0,1,0,0,,,,,,Yes,No,,Yes
102302421,p1,Bathinda,Balianwali,15-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21868,0,0,0,1,0,0,,30.208023,75.194038,205.39999,4.5,Yes,No,,Yes
102302421,p2,Bathinda,Balianwali,15-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21868,0,0,0,1,0,0,,30.208572,75.194107,201.3,4.0999999,Yes,No,,Yes
102700701,p1,Bathinda,Bandi,18-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21871,0,0,0,1,0,0,,30.059326,74.760902,183.7,4.1999998,No,No,,Yes
102700701,p2,Bathinda,Bandi,18-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21871,0,0,0,1,0,0,,30.05924,74.760963,184.2,5,Yes,No,,Yes
102700701,p3,Bathinda,Bandi,18-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21871,0,0,0,1,0,0,,30.062138,74.761177,176.8,4.3000002,No,No,,Yes
102800461,p1,Bathinda,Bangher Charat Singh,26-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21879,0,0,0,1,0,0,,30.056772,75.093086,189.8,3.9000001,Yes,No,,Yes
103400151,p1,Bathinda,Bath,7-Nov-19,No,.s,.s,Yes,,.s,.s,,,,Yes,.s,21860,1,1,1,1,1,1,1,,,,,No,Only standing stubble is visible,,
103400151,p4,Bathinda,Bath,7-Nov-19,No,.s,.s,.s,.s,Yes,.s,,,,Yes,Yes,21860,1,1,1,1,1,1,1,,,,,No,No,,No
103801251,p1,Bathinda,Behman Diwana,19-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21872,0,0,0,1,0,0,,,,,,No,No,,Yes
104201241,p1,Bathinda,Bhagi Bandar,11-Nov-19,No,.s,.s,.s,.s,.s,.s,.s,.s,No,No,.s,21864,0,0,0,1,0,0,,30.035994,75.082108,197.3,5,No,The straw is loose but has been collected in one part of the plot.,Incorporate into the soil,
104201241,p1,Bathinda,Bhagi Bandar,16-Nov-19,No,.s,.s,.s,.s,.s,.s,,,,No,.s,21869,0,0,0,1,0,0,,,,,,Yes,The straw is loose but has been collected in one part of the plot.,,
104300051,p1,Bathinda,Bhagta Bhai Ka,6-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21859,0,0,0,1,0,0,,30.488874,75.10717,200.5,3.9000001,No,Rolled bales are visible,,No
104300051,p1,Bathinda,Bhagta Bhai Ka,20-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21873,0,0,0,1,0,0,,,,,,No,No,,Yes
104300051,p2,Bathinda,Bhagta Bhai Ka,6-Nov-19,Yes,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21859,0,0,0,0,0,0,,30.488888,75.107224,204.2,4.8000002,No,Rolled bales are visible,,No
104300051,p2,Bathinda,Bhagta Bhai Ka,20-Nov-19,Yes,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21873,0,0,0,0,0,0,,,,,,Yes,No,,Yes
104300511,p1,Bathinda,Bhagta Bhai Ka,6-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21859,0,0,0,1,0,0,,30.462416,75.106285,203.2,5,Yes,No,,No
104300511,p2,Bathinda,Bhagta Bhai Ka,6-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21859,0,0,0,1,0,0,,30.468172,75.107834,208.10001,4.9000001,Yes,No,,No
104600081,p1,Bathinda,Bhai Bakhtaur,26-Oct-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,.s,21848,0,0,0,1,0,0,,30.099392,75.126465,196,3.9000001,,Rolled bales are visible,,No
104600081,p1,Bathinda,Bhai Bakhtaur,13-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21866,0,0,0,1,0,0,,,,,,Yes,No,,Yes
104600081,p2,Bathinda,Bhai Bakhtaur,13-Nov-19,No,No,.s,.s,.s,.s,.s,,,,No,No,21866,0,0,0,1,0,0,,,,,,No,"Yes, only loose straw is visible",,
104600081,p2,Bathinda,Bhai Bakhtaur,2-Dec-19,No,.s,.s,.s,.s,No,.s,,,,No,No,21885,0,0,0,1,0,0,,,,,,No,No,,No
104601921,p2,Bathinda,Bhai Bakhtaur,2-Nov-19,No,No,.s,.s,.s,.s,.s,.s,.s,No,No,No,21855,0,0,0,1,0,0,,30.101139,75.140587,186.3,4.5,,"Yes, only loose straw is visible",Use happy seeder,
104601921,p2,Bathinda,Bhai Bakhtaur,16-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21869,0,0,0,1,0,0,,,,,,Yes,No,,Yes
105400861,p1,Bathinda,Bhunder,2-Nov-19,No,No,.s,.s,.s,.s,.s,.s,.s,No,No,.s,21855,0,0,0,1,0,0,,30.21879,75.232323,201.60001,4.0999999,,"Yes, only loose straw is visible",.o,
105400861,p1,Bathinda,Bhunder,7-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21860,0,0,0,1,0,0,,,,,,Yes,No,,Yes
105400861,p2,Bathinda,Bhunder,2-Nov-19,No,No,.s,.s,.s,.s,.s,.s,.s,No,No,.s,21855,0,0,0,1,0,0,,30.218267,75.232574,208,4.5999999,,"Yes, only loose straw is visible",.o,
105400861,p2,Bathinda,Bhunder,7-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21860,0,0,0,1,0,0,,,,,,Yes,No,,Yes
105400921,p1,Bathinda,Bhunder,31-Oct-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21853,0,0,0,1,1,1,2,30.215736,75.227371,200.7,4.8000002,,No,,Yes
105400921,p1,Bathinda,Bhunder,14-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",,,,Yes,.s,21867,1,1,1,1,1,1,2,,,,,Yes,No,,Yes
105400921,p2,Bathinda,Bhunder,14-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",,,,Yes,Yes,21867,1,1,1,1,1,1,1,,,,,Yes,No,,Yes
105401091,p1,Bathinda,Bhunder,12-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21865,0,0,0,1,0,0,,30.223522,75.214874,193.7,4.8000002,Yes,No,,Yes
105401211,p1,Bathinda,Bhunder,5-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21858,0,0,0,1,0,0,,30.187149,75.212173,216.39999,4.8000002,,No,,Yes
105401211,p2,Bathinda,Bhunder,5-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21858,0,0,0,1,0,0,,30.186945,75.211807,210.89999,4.0999999,,No,,Yes
105401631,p1,Bathinda,Bhunder,10-Nov-19,No,No,.s,.s,.s,.s,.s,.s,.s,No,No,No,21863,0,0,0,1,1,1,2,30.201809,75.23278,195.5,3.9000001,No,"Yes, only loose straw is visible",.o,
105401631,p1,Bathinda,Bhunder,15-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",,,,Yes,Yes,21868,1,1,1,1,1,1,2,,,,,No,No,,Yes
105402101,p1,Bathinda,Bhunder,13-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",.s,.s,No,Yes,.s,21866,1,1,1,0,1,1,1,30.195744,75.210327,209.8,4.9000001,No,No,,Yes
105402101,p2,Bathinda,Bhunder,13-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",No,.s,.s,No,No,21866,0,0,0,1,0,0,,30.195248,75.211128,199.60001,4.3000002,Yes,No,,Yes
105800051,p1,Bathinda,Bugra,2-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21855,0,0,0,1,0,0,,30.322685,75.31395,208.10001,3.9000001,,No,,No
105800051,p2,Bathinda,Bugra,2-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,.s,21855,0,0,0,1,0,0,,30.322733,75.313995,202.5,4,,No,,No
105800331,p1,Bathinda,Bugra,4-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21857,0,0,0,0,0,0,,30.308193,75.305588,201.39999,4.5,,Rolled bales are visible,,Yes
105800331,p1,Bathinda,Bugra,14-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21867,0,0,0,0,0,0,,,,,,Yes,No,,Yes
105801131,p1,Bathinda,Bugra,10-Nov-19,No,No,.s,.s,.s,.s,.s,.s,.s,No,No,No,21863,0,0,0,1,0,0,,30.317533,75.309494,209.89999,5,Yes,"Yes, only loose straw is visible",Use happy seeder,
105801131,p2,Bathinda,Bugra,10-Nov-19,No,No,.s,.s,.s,.s,.s,.s,.s,No,No,No,21863,0,0,0,1,0,0,,30.321089,75.311836,213.10001,5,Yes,"Yes, only loose straw is visible",Use happy seeder,
105801181,p1,Bathinda,Bugra,3-Nov-19,No,No,.s,.s,.s,.s,.s,No,.s,.s,No,.s,21856,0,0,0,1,0,0,,30.31414,75.311943,198.3,5,,"Yes, only loose straw is visible",Incorporate into the soil,
105801181,p1,Bathinda,Bugra,11-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21864,0,0,0,1,0,0,,,,,,Yes,No,,Yes
105801181,p2,Bathinda,Bugra,3-Nov-19,No,.s,No,.s,.s,.s,.s,No,.s,.s,No,No,21856,0,0,0,0,0,0,,30.314001,75.311661,206.3,4,,"Yes, loose straw spread over standing stubble is visible",Use happy seeder,
105801181,p2,Bathinda,Bugra,11-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21864,0,0,0,0,0,0,,,,,,Yes,No,,Yes
105801181,p3,Bathinda,Bugra,3-Nov-19,No,.s,No,.s,.s,.s,.s,No,.s,.s,No,No,21856,0,0,0,1,0,0,,30.31167,75.317444,192.89999,3.9000001,,"Yes, loose straw spread over standing stubble is visible",Use happy seeder,
105801181,p3,Bathinda,Bugra,11-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21864,0,0,0,1,0,0,,,,,,Yes,No,,Yes
106000071,p1,Bathinda,Burj,24-Oct-19,No,.s,.s,.s,.s,No,.s,,,,No,.s,21846,0,0,0,1,0,0,,30.02943,75.179405,212.2,3.9000001,,No,,No
106000071,p2,Bathinda,Burj,24-Oct-19,No,.s,.s,.s,.s,No,.s,,,,No,No,21846,0,0,0,1,0,0,,30.01659,75.178238,199.3,4.5999999,,No,,No
106000071,p3,Bathinda,Burj,13-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21866,0,0,0,1,0,0,,,,,,No,No,,Yes
106000311,p1,Bathinda,Burj,8-Nov-19,No,.s,.s,.s,.s,No,.s,No,.s,.s,No,No,21861,0,0,0,1,0,0,,30.01326,75.181282,209.39999,4.5,No,No,,No
106000311,p1,Bathinda,Burj,16-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21869,0,0,0,1,0,0,,,,,,No,No,,Yes
106000441,p1,Bathinda,Burj,19-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21872,0,0,0,1,0,0,,30.020327,75.18364,186.89999,4.6999998,No,Rolled bales are visible,,No
106000441,p1,Bathinda,Burj,23-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21876,0,0,0,1,0,0,,,,,,Yes,No,,Yes
106000441,p2,Bathinda,Burj,19-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21872,0,0,0,1,0,0,,30.020134,75.183464,200.7,4.9000001,No,No,,No
106000441,p2,Bathinda,Burj,23-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21876,0,0,0,1,0,0,,,,,,Yes,No,,Yes
106000441,p3,Bathinda,Burj,19-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,.s,21872,0,0,0,1,0,0,,30.034479,75.198143,200.2,4.8000002,No,No,,No
106000441,p3,Bathinda,Burj,23-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21876,0,0,0,1,0,0,,,,,,Yes,No,,Yes
106000441,p4,Bathinda,Burj,19-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21872,0,0,0,1,0,0,,30.034536,75.198112,206.89999,4.8000002,No,No,,No
106000441,p4,Bathinda,Burj,23-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21876,0,0,0,1,0,0,,,,,,Yes,No,,Yes
106000551,p1,Bathinda,Burj,11-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21864,0,0,0,1,0,0,,30.02203,75.183113,193.39999,4.3000002,No,No,,Yes
106000551,p2,Bathinda,Burj,11-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21864,0,0,0,1,0,0,,30.021872,75.182076,194.60001,4,No,No,,Yes
106101181,p1,Bathinda,Burj Gill,8-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21861,0,0,0,1,0,0,,30.404922,75.216835,203.8,4.6999998,No,Rolled bales are visible,,No
106101181,p1,Bathinda,Burj Gill,12-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21865,0,0,0,1,0,0,,,,,,Yes,No,,Yes
106101291,p1,Bathinda,Burj Gill,22-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21875,0,0,0,1,0,0,,30.39016,75.226662,216.60001,4.3000002,Yes,No,,Yes
106101291,p2,Bathinda,Burj Gill,22-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21875,0,0,0,1,0,0,,30.389784,75.22541,203.3,4.8000002,Yes,No,,Yes
106500021,p1,Bathinda,Burj Ladha Singh Wala,11-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21864,0,0,0,1,0,0,,30.521015,75.101326,224.10001,4.3000002,No,Rolled bales are visible,,No
106500021,p1,Bathinda,Burj Ladha Singh Wala,15-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21868,0,0,0,1,0,0,,,,,,Yes,No,,Yes
106500021,p2,Bathinda,Burj Ladha Singh Wala,11-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21864,0,0,0,1,0,0,,30.521774,75.10144,203.2,4,No,Rolled bales are visible,,No
106500021,p2,Bathinda,Burj Ladha Singh Wala,15-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21868,0,0,0,1,0,0,,,,,,Yes,No,,Yes
