resp_id,plot_id,district,village,startdate,pv_nonpaddy,pv_only_straw,pv_straw_stubble,pv_stand_stubble,pv_straw_collect,pv_burnt_roots2,pv_burnt_roots1,pv_wet_ash,pv_float_ash,pv_ash_visible,pv_burnt_grass,pv_trees_burnt,pv_visit_date,pv_burnt_alt,pv_burnt,pv_burnt_any,pv_paddy,p_burnt,p_burnt_alt,p_burnt_visit,plot_gpslatitude,plot_gpslongitude,plot_gpsaltitude,plot_gpsaccuracy,sowed,stubble_present,manage_stubble,if_tilled
106500991,p1,Bathinda,Burj Ladha Singh Wala,30-Oct-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21852,0,0,0,1,0,0,,30.522564,75.081299,208.89999,4.1999998,,Rolled bales are visible,,No
106500991,p2,Bathinda,Burj Ladha Singh Wala,30-Oct-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21852,0,0,0,1,0,0,,30.522797,75.08065,192.60001,5,,Rolled bales are visible,,No
107000611,p1,Bathinda,Chak Attar Singhwala,21-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21874,0,0,0,1,0,0,,30.102106,74.741333,182.60001,3.9000001,No,Rolled bales are visible,,No
107000611,p1,Bathinda,Chak Attar Singhwala,29-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21882,0,0,0,1,0,0,,,,,,Yes,No,,Yes
107000831,p1,Bathinda,Chak Attar Singhwala,10-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21863,0,0,0,1,0,0,,30.079494,74.728157,193,5,No,Rolled bales are visible,,No
107000831,p1,Bathinda,Chak Attar Singhwala,15-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21868,0,0,0,1,0,0,,,,,,No,No,,Yes
107000831,p2,Bathinda,Chak Attar Singhwala,10-Nov-19,Yes,No,.s,.s,.s,.s,.s,.s,.s,No,No,No,21863,0,0,0,0,0,0,,30.079708,74.727989,189.5,4.8000002,No,"Yes, only loose straw is visible",Roll into bales,
107000831,p3,Bathinda,Chak Attar Singhwala,10-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21863,0,0,0,1,0,0,,30.078827,74.727257,194.3,4.9000001,No,Rolled bales are visible,,No
107000831,p3,Bathinda,Chak Attar Singhwala,15-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21868,0,0,0,1,0,0,,,,,,No,No,,Yes
107100971,p1,Bathinda,Chak Fateh Singh Wala,29-Nov-19,No,.s,.s,Yes,,.s,.s,No,.s,.s,Yes,Yes,21882,1,1,1,1,1,1,1,30.192299,75.091148,201.7,4.3000002,Yes,Only standing stubble is visible,,
107401321,p1,Bathinda,Chanarthal,24-Oct-19,No,.s,.s,.s,.s,No,.s,,,,No,No,21846,0,0,0,1,0,0,,30.133829,75.149925,217,5,,No,,No
107401321,p1,Bathinda,Chanarthal,14-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21867,0,0,0,1,0,0,,,,,,Yes,No,,Yes
107401321,p2,Bathinda,Chanarthal,24-Oct-19,No,.s,.s,.s,.s,No,.s,,,,No,No,21846,0,0,0,1,0,0,,30.135916,75.154198,197.10001,4.5,,No,,No
107401321,p2,Bathinda,Chanarthal,14-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21867,0,0,0,1,0,0,,,,,,Yes,No,,Yes
107900661,p1,Bathinda,Dan Singh Wala,10-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",.s,.s,Yes,No,No,21863,1,1,1,1,1,1,1,30.346823,74.827019,179.3,5,Yes,No,,Yes
107902081,p1,Bathinda,Dan Singh Wala,8-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",.s,.s,Yes,Yes,Yes,21861,1,1,1,1,1,1,1,30.366749,74.854134,192.10001,4.8000002,Yes,No,,Yes
107902081,p3,Bathinda,Dan Singh Wala,8-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",.s,.s,No,Yes,.s,21861,1,1,1,1,1,1,1,,,,,Yes,No,,Yes
107902081,p4,Bathinda,Dan Singh Wala,8-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",.s,.s,No,Yes,.s,21861,1,1,1,1,1,1,1,30.366711,74.851166,184.8,4.9000001,Yes,No,,Yes
107902151,p1,Bathinda,Dan Singh Wala,4-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",Yes,.s,.s,No,Yes,21857,1,1,1,1,1,1,1,30.370199,74.852432,186.3,4.1999998,,No,,Yes
107902151,p2,Bathinda,Dan Singh Wala,4-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",No,.s,.s,Yes,.s,21857,1,1,1,1,1,1,1,30.370207,74.853897,183.3,4,,No,,Yes
108000921,p1,Bathinda,Daulatpura,18-Nov-19,No,No,.s,.s,.s,.s,.s,.s,.s,No,No,No,21871,0,0,0,1,0,0,,30.197731,75.157761,197.89999,4,No,"Yes, only loose straw is visible",Incorporate into the soil,
108000921,p1,Bathinda,Daulatpura,23-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21876,0,0,0,1,0,0,,,,,,Yes,No,,Yes
108201851,p1,Bathinda,Deon,24-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21877,0,0,0,1,0,0,,30.24966,74.818512,182.8,4.0999999,Yes,No,,Yes
108202271,p1,Bathinda,Deon,13-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",.s,.s,Yes,Yes,Yes,21866,1,1,1,1,1,1,1,30.276705,74.859245,212.7,7.3000002,No,No,,Yes
108202271,p2,Bathinda,Deon,13-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",.s,.s,Yes,Yes,.s,21866,1,1,1,1,1,1,1,30.277916,74.858582,205.10001,3.9000001,Yes,No,,Yes
109702951,p1,Bathinda,Dyalpura Mirza,8-Nov-19,No,.s,.s,.s,.s,Yes,.s,.s,.s,Yes,No,No,21861,1,1,1,1,1,1,1,30.411394,75.154266,208.39999,3.9000001,No,No,,No
109800561,p1,Bathinda,Faridkot,6-Nov-19,No,.s,.s,.s,.s,Yes,.s,.s,.s,Yes,Yes,Yes,21859,1,1,1,1,1,1,1,30.048538,74.710777,185.5,4.1999998,No,No,,No
109800561,p1,Bathinda,Faridkot,20-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21873,0,0,0,1,1,1,1,,,,,Yes,No,,Yes
109800561,p2,Bathinda,Faridkot,6-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21859,0,0,0,1,0,1,,30.048384,74.710533,182.7,5,No,Rolled bales are visible,,No
109800561,p2,Bathinda,Faridkot,20-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,Yes,Yes,21873,1,0,1,1,0,1,,,,,,Yes,No,,Yes
110100101,p1,Bathinda,Ganga,2-Nov-19,No,.s,No,.s,.s,.s,.s,.s,.s,No,No,No,21855,0,0,0,1,1,1,2,30.329185,75.087143,202.8,4.8000002,,"Yes, loose straw spread over standing stubble is visible",Use happy seeder,
110100101,p1,Bathinda,Ganga,14-Nov-19,No,.s,.s,Yes,,.s,.s,,,,Yes,Yes,21867,1,1,1,1,1,1,2,,,,,Yes,Only standing stubble is visible,,
110100211,p1,Bathinda,Ganga,26-Oct-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21848,0,0,0,1,0,0,,30.333153,75.071121,208,1.4,,No,,Yes
110300781,p1,Bathinda,Gehri Bara Singh,10-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21863,0,0,0,1,0,0,,30.119869,75.178879,195.39999,3.9000001,No,No,,Yes
111000871,p1,Bathinda,Ghdheli,19-Nov-19,No,.s,.s,.s,.s,Yes,.s,.s,.s,Yes,Yes,Yes,21872,1,1,1,1,1,1,1,30.272886,75.353256,218,4.4000001,Yes,No,,No
111000971,p1,Bathinda,Ghdheli,7-Nov-19,No,.s,No,.s,.s,.s,.s,.s,.s,No,No,No,21860,0,0,0,1,0,0,,30.283216,75.353363,202.10001,4.6999998,No,"Yes, loose straw spread over standing stubble is visible",Incorporate into the soil,
111000971,p1,Bathinda,Ghdheli,10-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21863,0,0,0,1,0,0,,,,,,Yes,No,,Yes
111101581,p1,Bathinda,Ghudda,24-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21877,0,0,0,1,0,0,,30.123034,74.806694,178.89999,3.9000001,No,No,,Yes
111101581,p2,Bathinda,Ghudda,24-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21877,0,0,0,1,0,0,,30.12299,74.806732,182.7,5,No,No,,Yes
111102231,p1,Bathinda,Ghudda,6-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21859,0,0,0,1,0,0,,30.113169,74.801346,192.5,4.8000002,No,No,,Yes
111102231,p1,Bathinda,Ghudda,28-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21881,0,0,0,1,0,0,,,,,,Yes,No,,Yes
111102231,p2,Bathinda,Ghudda,6-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21859,0,0,0,1,0,0,,30.112949,74.801796,193.3,4.0999999,No,No,,Yes
111102231,p2,Bathinda,Ghudda,28-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21881,0,0,0,1,0,0,,,,,,Yes,No,,Yes
111102231,p3,Bathinda,Ghudda,28-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21881,0,0,0,1,0,0,,,,,,No,No,,Yes
111102611,p1,Bathinda,Ghudda,14-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,.s,21867,0,0,0,1,0,0,,30.105034,74.802551,295.70001,4.9000001,No,No,,No
111102611,p1,Bathinda,Ghudda,26-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21879,0,0,0,1,0,0,,,,,,Yes,No,,Yes
111102611,p2,Bathinda,Ghudda,14-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",No,.s,.s,No,.s,21867,0,0,0,1,0,0,,30.103748,74.802551,187.60001,3.7,No,No,,Yes
111102611,p2,Bathinda,Ghudda,26-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21879,0,0,0,1,0,0,,,,,,Yes,No,,Yes
111102911,p1,Bathinda,Ghudda,27-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21880,0,0,0,1,0,0,,30.122444,74.806137,177.8,6.6999998,No,No,,Yes
111801741,p1,Bathinda,Golewala,24-Nov-19,No,.s,.s,No,,.s,.s,.s,.s,No,No,.s,21877,0,0,0,1,0,0,,29.826157,75.149132,198.60001,4.0999999,No,Only standing stubble is visible,Incorporate into the soil,
111801741,p1,Bathinda,Golewala,29-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21882,0,0,0,1,0,0,,,,,,No,No,,Yes
112300271,p1,Bathinda,Gurusar,18-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21871,0,0,0,1,0,0,,30.504772,75.126884,200.39999,4,No,Rolled bales are visible,,No
112300271,p1,Bathinda,Gurusar,22-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21875,0,0,0,1,0,0,,,,,,Yes,No,,Yes
112300271,p2,Bathinda,Gurusar,18-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,.s,21871,0,0,0,1,1,1,2,30.504642,75.126823,204,4.4000001,No,Rolled bales are visible,,No
112300271,p2,Bathinda,Gurusar,22-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",,,,Yes,Yes,21875,1,1,1,1,1,1,2,,,,,Yes,No,,Yes
112300271,p3,Bathinda,Gurusar,18-Nov-19,No,No,.s,.s,.s,.s,.s,.s,.s,No,No,No,21871,0,0,0,1,1,1,2,30.502174,75.140198,203.2,4.6999998,No,"Yes, only loose straw is visible",.o,
112300271,p3,Bathinda,Gurusar,22-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",,,,Yes,.s,21875,1,1,1,1,1,1,2,,,,,Yes,No,,Yes
112300351,p1,Bathinda,Gurusar,22-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21875,0,0,0,1,0,0,,30.496803,75.131104,201.7,3.9000001,No,No,,No
112300351,p1,Bathinda,Gurusar,28-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21881,0,0,0,1,0,0,,,,,,Yes,No,,Yes
112300661,p1,Bathinda,Gurusar,17-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",.s,.s,No,No,No,21870,0,1,1,1,1,0,1,30.497889,75.146172,197.2,3.9000001,Yes,No,,Yes
112302591,p1,Bathinda,Gurusar,13-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21866,0,0,0,1,0,0,,30.501772,75.126999,203.89999,4,No,Rolled bales are visible,,No
112302591,p1,Bathinda,Gurusar,23-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21876,0,0,0,1,0,0,,,,,,Yes,No,,Yes
112302591,p2,Bathinda,Gurusar,13-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21866,0,0,0,1,0,0,,30.50145,75.127174,211,4.8000002,No,Rolled bales are visible,,No
112302591,p2,Bathinda,Gurusar,23-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21876,0,0,0,1,0,0,,,,,,Yes,No,,Yes
112500171,p1,Bathinda,Hakam Singh Wala,25-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21878,0,0,0,1,0,0,,30.573059,75.163704,210.5,4,Yes,No,,Yes
112500181,p1,Bathinda,Hakam Singh Wala,14-Nov-19,No,.s,.s,.s,.s,.s,.s,.s,.s,No,No,No,21867,0,0,0,1,0,0,,30.564554,75.158173,190.2,5,No,The straw is loose but has been collected in one part of the plot.,Incorporate into the soil,
112500181,p1,Bathinda,Hakam Singh Wala,18-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21871,0,0,0,1,0,0,,30.565142,75.15789,206.5,5,Yes,No,,Yes
112500671,p1,Bathinda,Hakam Singh Wala,4-Nov-19,No,.s,.s,.s,.s,.s,.s,.s,.s,No,No,No,21857,0,0,0,1,0,0,,30.566181,75.15313,207.2,4.3000002,,The straw is loose but has been collected in one part of the plot.,Sell/give away the stubble,
112500671,p1,Bathinda,Hakam Singh Wala,13-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21866,0,0,0,1,0,0,,,,,,Yes,No,,Yes
112500671,p2,Bathinda,Hakam Singh Wala,4-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21857,0,0,0,1,0,0,,30.573912,75.135918,204.10001,4.0999999,,Rolled bales are visible,,No
112500671,p2,Bathinda,Hakam Singh Wala,13-Nov-19,No,.s,.s,.s,.s,No,.s,,,,No,.s,21866,0,0,0,1,0,0,,,,,,Yes,No,,No
112500671,p3,Bathinda,Hakam Singh Wala,4-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21857,0,0,0,1,0,0,,30.573978,75.13517,202.60001,3.9000001,,No,,No
112500671,p3,Bathinda,Hakam Singh Wala,13-Nov-19,No,.s,.s,.s,.s,No,.s,,,,No,.s,21866,0,0,0,1,0,0,,,,,,Yes,No,,No
113000251,p1,Bathinda,Jaid,3-Nov-19,No,No,.s,.s,.s,.s,.s,.s,.s,No,No,.s,21856,0,0,0,1,0,0,,,,,,,"Yes, only loose straw is visible",.o,
113000251,p2,Bathinda,Jaid,3-Nov-19,No,No,.s,.s,.s,.s,.s,.s,.s,No,No,No,21856,0,0,0,1,0,0,,30.242752,75.317123,195.3,4.8000002,,"Yes, only loose straw is visible",.o,
113000261,p1,Bathinda,Jaid,16-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21869,0,0,0,1,0,0,,30.265299,75.307701,208.7,4.3000002,Yes,No,,Yes
113000261,p2,Bathinda,Jaid,16-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21869,0,0,0,1,0,0,,30.265127,75.308464,204.10001,4.4000001,Yes,No,,Yes
113000261,p3,Bathinda,Jaid,16-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21869,0,0,0,1,0,0,,30.265125,75.307686,205.8,5,Yes,No,,Yes
113000421,p1,Bathinda,Jaid,3-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,.s,21856,0,0,0,1,0,0,,30.251198,75.313385,203.2,4.5999999,,No,,No
113000421,p1,Bathinda,Jaid,12-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21865,0,0,0,1,0,0,,,,,,Yes,No,,Yes
113000421,p2,Bathinda,Jaid,3-Nov-19,No,No,.s,.s,.s,.s,.s,.s,.s,No,No,.s,21856,0,0,0,1,0,0,,30.25148,75.312073,206.5,4.6999998,,"Yes, only loose straw is visible",.o,
113000421,p2,Bathinda,Jaid,12-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21865,0,0,0,1,0,0,,,,,,Yes,No,,Yes
113000831,p1,Bathinda,Jaid,12-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21865,0,0,0,1,0,0,,,,,,Yes,No,,Yes
113000831,p2,Bathinda,Jaid,12-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21865,0,0,0,1,0,0,,,,,,Yes,No,,Yes
114401881,p1,Bathinda,Jhumba,17-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21870,0,0,0,1,0,0,,30.16135,74.773727,183.2,4.5999999,No,No,,Yes
114401881,p2,Bathinda,Jhumba,17-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21870,0,0,0,1,0,0,,30.161217,74.773308,185.39999,3.9000001,No,No,,Yes
114700751,p1,Bathinda,Joga Nand,14-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21867,0,0,0,1,0,0,,30.266409,74.982918,196.10001,4.1999998,Yes,No,,Yes
114700811,p1,Bathinda,Joga Nand,22-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",,,,Yes,.s,21875,1,1,1,1,1,1,1,,,,,Yes,No,,Yes
114901161,p1,Bathinda,Kalal Wala,14-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21867,0,0,0,1,0,0,,,,,,Yes,No,,Yes
115400471,p1,Bathinda,Kangar,23-Nov-19,No,.s,.s,No,,.s,.s,.s,.s,No,No,No,21876,0,0,0,1,0,0,,30.500914,75.225716,203.8,4.4000001,Yes,Only standing stubble is visible,Sell/give away the stubble,
115501551,p1,Bathinda,Karar Wala,5-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21858,0,0,0,1,0,0,,30.275816,75.293915,202.2,4,,No,,Yes
116000391,p1,Bathinda,Keshar Singh Wala,1-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21854,0,0,0,1,0,0,,30.51668,75.120834,197.60001,4,,No,,Yes
116000391,p2,Bathinda,Keshar Singh Wala,1-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21854,0,0,0,1,0,0,,30.514994,75.116661,209.10001,4.4000001,,No,,Yes
116800121,p1,Bathinda,Kot Bhara,24-Oct-19,No,.s,.s,No,,.s,.s,,,,No,No,21846,0,0,0,1,0,0,,30.094831,75.050705,193.7,3.9000001,,Only standing stubble is visible,Use happy seeder,
116800121,p1,Bathinda,Kot Bhara,13-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21866,0,0,0,1,0,0,,,,,,Yes,No,,Yes
117002031,p1,Bathinda,Kot Shamir,24-Oct-19,No,.s,.s,.s,.s,No,.s,,,,No,No,21846,0,0,0,1,0,0,,30.093407,75.0215,187.7,4.1999998,,No,,No
117002531,p1,Bathinda,Kot Shamir,12-Nov-19,No,.s,.s,No,,.s,.s,No,.s,.s,No,No,21865,0,0,0,1,0,0,,30.105421,74.981316,187.8,3.9000001,No,Only standing stubble is visible,.o,
117002531,p1,Bathinda,Kot Shamir,18-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21871,0,0,0,1,0,0,,,,,,Yes,No,,Yes
117002531,p2,Bathinda,Kot Shamir,12-Nov-19,No,.s,.s,No,,.s,.s,No,.s,.s,No,.s,21865,0,0,0,1,0,0,,30.105099,74.981117,190.10001,4.3000002,No,Only standing stubble is visible,.o,
117002531,p2,Bathinda,Kot Shamir,18-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21871,0,0,0,1,0,0,,,,,,Yes,No,,Yes
117302481,p1,Bathinda,Kotha Guru,23-Oct-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21845,0,0,0,0,0,0,,30.418976,75.096664,202.39999,4.3000002,,No,,Yes
117600601,p1,Bathinda,Kutiwal Kalan,12-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21865,0,0,0,1,0,0,,,,,,No,No,,Yes
117700351,p1,Bathinda,Kutiwal Khurd,10-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,.s,21863,0,0,0,1,0,0,,30.119648,75.27845,196.39999,4.6999998,No,No,,No
117700351,p1,Bathinda,Kutiwal Khurd,12-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21865,0,0,0,1,0,0,,,,,,Yes,No,,Yes
117700391,p1,Bathinda,Kutiwal Khurd,6-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21859,0,0,0,0,0,0,,30.111015,75.283218,200.8,4.8000002,Yes,No,,Yes
117700391,p2,Bathinda,Kutiwal Khurd,6-Nov-19,No,.s,.s,.s,.s,.s,"Yes, burnt roots and stems are mixed in the soil.",.s,.s,No,No,No,21859,0,1,1,1,1,0,1,30.110125,75.282562,197.10001,5,No,No,,Yes
117700771,p1,Bathinda,Kutiwal Khurd,30-Oct-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,No,21852,0,0,0,1,0,0,,30.11825,75.262337,195.5,6.1999998,,Rolled bales are visible,,No
117700771,p1,Bathinda,Kutiwal Khurd,12-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,.s,21865,0,0,0,1,0,0,,,,,,Yes,No,,Yes
117700811,p1,Bathinda,Kutiwal Khurd,10-Nov-19,No,.s,.s,.s,.s,No,.s,.s,.s,No,No,.s,21863,0,0,0,1,0,0,,30.126829,75.271652,203.10001,4.6999998,No,No,,No
118200361,p1,Bathinda,Lehra Mohabbat,21-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21874,0,0,0,1,0,0,,,,,,No,No,,Yes
118200361,p2,Bathinda,Lehra Mohabbat,1-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,No,.s,No,No,21854,0,0,0,1,0,0,,30.213583,75.149788,202.39999,3.9000001,,No,,Yes
118200361,p2,Bathinda,Lehra Mohabbat,21-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",,,,No,No,21874,0,0,0,1,0,0,,,,,,No,No,,Yes
118200761,p1,Bathinda,Lehra Mohabbat,19-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21872,0,0,0,1,0,0,,30.235592,75.168365,198.3,4.3000002,No,No,,Yes
118200761,p2,Bathinda,Lehra Mohabbat,19-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,.s,21872,0,0,0,1,0,0,,30.235744,75.169266,192.10001,5,No,No,,Yes
118900091,p1,Bathinda,Maiser Khana,7-Nov-19,No,.s,.s,.s,.s,.s,"No, there are no burnt roots and stems visible.",.s,.s,No,No,No,21860,0,0,0,1,0,0,,30.097406,75.160583,201.10001,4.8000002,No,No,,Yes
